pair_id,shape_a_name,shape_b_name,coupling_state,sample_position_mm,numerical_distance_tolerance_mm,intersection_volume_tolerance_mm3,required_clearance_mm,note,calculation_api,intersection_volume_mm3,intersection_solid_count,minimum_distance_mm,nearest_point_a_x,nearest_point_a_y,nearest_point_a_z,nearest_point_b_x,nearest_point_b_y,nearest_point_b_z,classification,result,error
CAD-0079,RIGHT_COUPLING_SLEEVE_ENGAGED,COUPLING_OPERATION_TOOL_ENVELOPE,ENGAGED,10.0,0.05,0.01,0.0,intentional tool access boundary; no positive clearance required,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,0.0,160.0,-18.0,320.0,160.0,-18.0,320.0,CONTACT,PASS,
CAD-0080,RIGHT_COUPLING_SLEEVE_ENGAGED,UNIT_INSTALLATION_ENVELOPE,ENGAGED,10.0,0.05,0.01,5.0,front installation envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-18.0,320.0,165.0,-18.0,320.0,CLEAR,PASS,
CAD-0081,RIGHT_COUPLING_SLEEVE_ENGAGED,UNIT_REMOVAL_ENVELOPE,ENGAGED,10.0,0.05,0.01,5.0,front removal envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-18.0,320.0,165.0,-18.0,320.0,CLEAR,PASS,
CAD-0082,RIGHT_COUPLING_SLEEVE_ENGAGED,RIGHT_UNIT_INPUT_SUPPORT,ENGAGED,10.0,0.05,0.01,5.0,independent unit input support,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.0,160.0,-18.0,320.0,175.0,-18.0,320.0,CLEAR,PASS,
CAD-0083,RIGHT_COUPLING_SLEEVE_ENGAGED,CENTRAL_FINGER_KEEP_OUT,ENGAGED,10.0,0.05,0.01,0.0,finger keep-out reference boundary,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,13.259406699,154.299336,-23.0,329.028605,160.0,-23.0,341.0,CLEAR,PASS,
CAD-0084,RIGHT_PTO_STUB,RIGHT_UNIT_INPUT_SHAFT,ENGAGED,10.0,0.05,0.01,0.0,independent axial interfaces meet at reference plane,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,0.0,150.0,-18.0,325.0,150.0,-18.0,325.0,CONTACT,PASS,
CAD-0085,LEFT_COUPLING_FULL_SWEEP,RIGHT_COUPLING_FULL_SWEEP,FULL_SWEEP,,0.05,0.01,5.0,continuous conservative sweep versus opposite sweep,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,16.0,150.0,8.0,330.0,150.0,-8.0,330.0,CLEAR,PASS,
CAD-0086,LEFT_COUPLING_FULL_SWEEP,RIGHT_PTO_STUB,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus opposite stub,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,26.006922155,150.0,8.0,325.6,150.0,-18.0,325.0,CLEAR,PASS,
CAD-0087,LEFT_COUPLING_FULL_SWEEP,CENTRAL_UNIT_FRAME,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus central frame,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,40.0,156.0,22.0,328.0,180.0,22.0,360.0,CLEAR,PASS,
CAD-0088,LEFT_COUPLING_FULL_SWEEP,CENTRAL_ALIGNMENT_GUIDE_LEFT,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus left guide,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,28.0,320.0,165.0,28.0,320.0,CLEAR,PASS,
CAD-0089,LEFT_COUPLING_FULL_SWEEP,CENTRAL_ALIGNMENT_GUIDE_RIGHT,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus right guide,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.811388301,160.0,8.0,320.0,165.0,-7.0,320.0,CLEAR,PASS,
CAD-0090,LEFT_COUPLING_FULL_SWEEP,CENTRAL_MECHANICAL_LOCK,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus lock,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,30.459856648,157.661915,16.0,326.426123,181.0,16.0,346.0,CLEAR,PASS,
CAD-0091,LEFT_COUPLING_FULL_SWEEP,LEFT_GUARD_FIXED,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus guard,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,7.615773106,150.0,28.0,330.0,150.0,35.0,333.0,CLEAR,PASS,
CAD-0092,LEFT_COUPLING_FULL_SWEEP,WIRING_KEEP_OUT,FULL_SWEEP,,0.05,0.01,10.0,continuous sweep versus wiring,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,26.055512755,158.320503,25.0,325.547002,180.0,25.0,340.0,CLEAR,PASS,
CAD-0093,LEFT_COUPLING_FULL_SWEEP,COUPLING_OPERATION_TOOL_ENVELOPE,FULL_SWEEP,,0.05,0.01,0.0,tool access boundary,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,0.0,160.0,8.0,320.0,160.0,8.0,320.0,CONTACT,PASS,
CAD-0094,LEFT_COUPLING_FULL_SWEEP,UNIT_INSTALLATION_ENVELOPE,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus installation,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,8.0,320.0,165.0,8.0,320.0,CLEAR,PASS,
CAD-0095,LEFT_COUPLING_FULL_SWEEP,UNIT_REMOVAL_ENVELOPE,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus removal,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,8.0,320.0,165.0,8.0,320.0,CLEAR,PASS,
CAD-0096,LEFT_COUPLING_FULL_SWEEP,LEFT_UNIT_INPUT_SUPPORT,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus input support,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.0,160.0,8.0,320.0,175.0,8.0,320.0,CLEAR,PASS,
CAD-0097,RIGHT_COUPLING_FULL_SWEEP,LEFT_COUPLING_FULL_SWEEP,FULL_SWEEP,,0.05,0.01,5.0,continuous conservative sweep versus opposite sweep,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,16.0,150.0,-8.0,330.0,150.0,8.0,330.0,CLEAR,PASS,
CAD-0098,RIGHT_COUPLING_FULL_SWEEP,LEFT_PTO_STUB,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus opposite stub,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,26.006922155,150.0,-8.0,325.6,150.0,18.0,325.0,CLEAR,PASS,
CAD-0099,RIGHT_COUPLING_FULL_SWEEP,CENTRAL_UNIT_FRAME,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus central frame,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,40.0,156.0,-22.0,328.0,180.0,-22.0,360.0,CLEAR,PASS,
CAD-0100,RIGHT_COUPLING_FULL_SWEEP,CENTRAL_ALIGNMENT_GUIDE_LEFT,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus left guide,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.811388301,160.0,-8.0,320.0,165.0,7.0,320.0,CLEAR,PASS,
CAD-0101,RIGHT_COUPLING_FULL_SWEEP,CENTRAL_ALIGNMENT_GUIDE_RIGHT,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus right guide,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-8.0,320.0,165.0,-8.0,320.0,CLEAR,PASS,
CAD-0102,RIGHT_COUPLING_FULL_SWEEP,CENTRAL_MECHANICAL_LOCK,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus lock,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,30.459856648,157.661915,-16.0,326.426123,181.0,-16.0,346.0,CLEAR,PASS,
CAD-0103,RIGHT_COUPLING_FULL_SWEEP,RIGHT_GUARD_FIXED,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus guard,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,7.615773106,150.0,-28.0,330.0,150.0,-35.0,333.0,CLEAR,PASS,
CAD-0104,RIGHT_COUPLING_FULL_SWEEP,WIRING_KEEP_OUT,FULL_SWEEP,,0.05,0.01,10.0,continuous sweep versus wiring,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,26.055512755,158.320503,-25.0,325.547002,180.0,-25.0,340.0,CLEAR,PASS,
CAD-0105,RIGHT_COUPLING_FULL_SWEEP,COUPLING_OPERATION_TOOL_ENVELOPE,FULL_SWEEP,,0.05,0.01,0.0,tool access boundary,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,0.0,160.0,-8.0,320.0,160.0,-8.0,320.0,CONTACT,PASS,
CAD-0106,RIGHT_COUPLING_FULL_SWEEP,UNIT_INSTALLATION_ENVELOPE,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus installation,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-8.0,320.0,165.0,-8.0,320.0,CLEAR,PASS,
CAD-0107,RIGHT_COUPLING_FULL_SWEEP,UNIT_REMOVAL_ENVELOPE,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus removal,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-8.0,320.0,165.0,-8.0,320.0,CLEAR,PASS,
CAD-0108,RIGHT_COUPLING_FULL_SWEEP,RIGHT_UNIT_INPUT_SUPPORT,FULL_SWEEP,,0.05,0.01,5.0,continuous sweep versus input support,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.0,160.0,-8.0,320.0,175.0,-8.0,320.0,CLEAR,PASS,
CAD-0109,PTO_BELT_SAFETY_LEFT,FRAME_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,11.5,80.0,69.5,350.0,80.0,58.0,350.0,CLEAR,PASS,
CAD-0110,PTO_BELT_SAFETY_LEFT,L_BRACKETS_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,57.573865599,160.0,69.5,292.5,217.5,68.0,290.0,CLEAR,PASS,
CAD-0111,PTO_BELT_SAFETY_LEFT,FASTENERS_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,62.23672032,160.0,69.5,292.5,214.724248,69.5,262.857699,CLEAR,PASS,
CAD-0112,DRIVE_BELT_SAFETY_LEFT,FRAME_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,51.5,80.0,109.5,350.0,80.0,58.0,350.0,CLEAR,PASS,
CAD-0113,DRIVE_BELT_SAFETY_LEFT,L_BRACKETS_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,70.955972264,160.0,109.5,292.5,217.5,68.0,290.0,CLEAR,PASS,
CAD-0114,DRIVE_BELT_SAFETY_LEFT,FASTENERS_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,72.661264482,160.0,109.5,292.5,214.724248,72.0,262.857699,CLEAR,PASS,
CAD-0115,LEFT_PTO_60T_SAFETY,FRAME_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,8.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,17.0,90.0,75.0,320.0,90.0,58.0,320.0,CLEAR,PASS,
CAD-0116,LEFT_PTO_60T_SAFETY,L_BRACKETS_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,8.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.533125197,204.828693,75.0,295.631692,217.5,68.0,290.0,CLEAR,PASS,
CAD-0117,LEFT_PTO_60T_SAFETY,FASTENERS_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,8.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,26.366670559,195.555396,75.0,280.952518,215.44446,72.0,263.904748,CLEAR,PASS,
CAD-0118,CLUTCH_FULL_STROKE_LEFT,FRAME_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,28.635642127,-59.0,86.0,356.0,-59.0,58.0,350.0,CLEAR,PASS,
CAD-0119,CLUTCH_FULL_STROKE_LEFT,PTO_BELT_SAFETY_LEFT,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,8.0,actual clutch-to-PTO-belt pair,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.0,-25.0,86.0,384.0,-10.0,86.0,384.0,CLEAR,PASS,
CAD-0120,CLUTCH_FULL_STROKE_LEFT,DRIVE_BELT_SAFETY_LEFT,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,8.0,actual clutch-to-DRIVE-belt pair,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.0,-25.0,114.0,384.0,-10.0,114.0,384.0,CLEAR,PASS,
CAD-0121,WIRING_KEEP_OUT,LEFT_PTO_60T_SAFETY,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,10.0,high protected wiring versus rotation,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,50.0,180.0,25.0,340.0,180.0,75.0,340.0,CLEAR,PASS,
CAD-0122,TRACK_DYNAMIC_LEFT,UNIT_INSTALLATION_ENVELOPE,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,track dynamic versus unit route,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,136.014705087,205.0,135.0,220.0,205.0,25.0,300.0,CLEAR,PASS,
CAD-0123,TRACK_DYNAMIC_LEFT,UNIT_REMOVAL_ENVELOPE,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,track dynamic versus removal route,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,136.014705087,205.0,135.0,220.0,205.0,25.0,300.0,CLEAR,PASS,
CAD-0124,PTO_BELT_SAFETY_RIGHT,FRAME_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,11.5,80.0,-69.5,350.0,80.0,-58.0,350.0,CLEAR,PASS,
CAD-0125,PTO_BELT_SAFETY_RIGHT,L_BRACKETS_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,57.573865599,160.0,-69.5,292.5,217.5,-68.0,290.0,CLEAR,PASS,
CAD-0126,PTO_BELT_SAFETY_RIGHT,FASTENERS_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,62.23672032,160.0,-69.5,292.5,214.724248,-69.5,262.857699,CLEAR,PASS,
CAD-0127,DRIVE_BELT_SAFETY_RIGHT,FRAME_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,51.5,80.0,-109.5,350.0,80.0,-58.0,350.0,CLEAR,PASS,
CAD-0128,DRIVE_BELT_SAFETY_RIGHT,L_BRACKETS_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,70.955972264,160.0,-109.5,292.5,217.5,-68.0,290.0,CLEAR,PASS,
CAD-0129,DRIVE_BELT_SAFETY_RIGHT,FASTENERS_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,72.661264482,160.0,-109.5,292.5,214.724248,-72.0,262.857699,CLEAR,PASS,
CAD-0130,RIGHT_PTO_60T_SAFETY,FRAME_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,8.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,17.0,90.0,-75.0,320.0,90.0,-58.0,320.0,CLEAR,PASS,
CAD-0131,RIGHT_PTO_60T_SAFETY,L_BRACKETS_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,8.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.533125197,204.828693,-75.0,295.631692,217.5,-68.0,290.0,CLEAR,PASS,
CAD-0132,RIGHT_PTO_60T_SAFETY,FASTENERS_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,8.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,26.366670559,195.555396,-75.0,280.952518,215.44446,-72.0,263.904748,CLEAR,PASS,
CAD-0133,CLUTCH_FULL_STROKE_RIGHT,FRAME_FIXED,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,actual pair on reconstructed v0.9.2 parent envelope,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,28.635642127,-59.0,-86.0,356.0,-59.0,-58.0,350.0,CLEAR,PASS,
CAD-0134,CLUTCH_FULL_STROKE_RIGHT,PTO_BELT_SAFETY_RIGHT,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,8.0,actual clutch-to-PTO-belt pair,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.0,-25.0,-86.0,384.0,-10.0,-86.0,384.0,CLEAR,PASS,
CAD-0135,CLUTCH_FULL_STROKE_RIGHT,DRIVE_BELT_SAFETY_RIGHT,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,8.0,actual clutch-to-DRIVE-belt pair,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.0,-25.0,-114.0,384.0,-10.0,-114.0,384.0,CLEAR,PASS,
CAD-0136,WIRING_KEEP_OUT,RIGHT_PTO_60T_SAFETY,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,10.0,high protected wiring versus rotation,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,50.0,180.0,-25.0,340.0,180.0,-75.0,340.0,CLEAR,PASS,
CAD-0137,TRACK_DYNAMIC_RIGHT,UNIT_INSTALLATION_ENVELOPE,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,track dynamic versus unit route,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,136.014705087,205.0,-135.0,220.0,205.0,-25.0,300.0,CLEAR,PASS,
CAD-0138,TRACK_DYNAMIC_RIGHT,UNIT_REMOVAL_ENVELOPE,UPSTREAM_INHERITED_CONDITIONAL,,0.05,0.01,5.0,track dynamic versus removal route,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,136.014705087,205.0,-135.0,220.0,205.0,-25.0,300.0,CLEAR,PASS,
