pair_id,shape_a_name,shape_b_name,coupling_state,sample_position_mm,numerical_distance_tolerance_mm,intersection_volume_tolerance_mm3,required_clearance_mm,note,calculation_api,intersection_volume_mm3,intersection_solid_count,minimum_distance_mm,nearest_point_a_x,nearest_point_a_y,nearest_point_a_z,nearest_point_b_x,nearest_point_b_y,nearest_point_b_z,classification,result,error,sweep_method,sampling_interval_mm,engagement_overlap_mm,engagement_reference_satisfied
SWEEP-0114,RIGHT_COUPLING_SLEEVE_SAMPLE,CENTRAL_ALIGNMENT_GUIDE_RIGHT,FULL_SWEEP_SAMPLED,2.5,0.05,0.01,5.0,sampled own alignment guide,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-10.5,320.0,165.0,-10.5,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,2.5,False
SWEEP-0115,RIGHT_COUPLING_SLEEVE_SAMPLE,CENTRAL_MECHANICAL_LOCK,FULL_SWEEP_SAMPLED,2.5,0.05,0.01,5.0,sampled lock,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,30.459856648,157.661915,-16.0,326.426123,181.0,-16.0,346.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,2.5,False
SWEEP-0116,RIGHT_COUPLING_SLEEVE_SAMPLE,RIGHT_GUARD_FIXED,FULL_SWEEP_SAMPLED,2.5,0.05,0.01,5.0,sampled guard,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,14.807092895,150.0,-20.5,330.0,150.0,-35.0,333.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,2.5,False
SWEEP-0117,RIGHT_COUPLING_SLEEVE_SAMPLE,WIRING_KEEP_OUT,FULL_SWEEP_SAMPLED,2.5,0.05,0.01,10.0,sampled wiring,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,26.055512755,158.320503,-10.5,325.547002,180.0,-10.5,340.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,2.5,False
SWEEP-0118,RIGHT_COUPLING_SLEEVE_SAMPLE,UNIT_INSTALLATION_ENVELOPE,FULL_SWEEP_SAMPLED,2.5,0.05,0.01,5.0,sampled insertion,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-10.5,320.0,165.0,-10.5,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,2.5,False
SWEEP-0119,RIGHT_COUPLING_SLEEVE_SAMPLE,UNIT_REMOVAL_ENVELOPE,FULL_SWEEP_SAMPLED,2.5,0.05,0.01,5.0,sampled removal,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-10.5,320.0,165.0,-10.5,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,2.5,False
SWEEP-0120,RIGHT_COUPLING_SLEEVE_SAMPLE,RIGHT_UNIT_INPUT_SUPPORT,FULL_SWEEP_SAMPLED,2.5,0.05,0.01,5.0,sampled input support,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.0,160.0,-10.5,320.0,175.0,-10.5,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,2.5,False
SWEEP-0121,LEFT_COUPLING_SLEEVE_SAMPLE,RIGHT_COUPLING_SLEEVE_SAMPLE,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled opposite sleeve,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,22.0,150.0,11.0,330.0,150.0,-11.0,330.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0122,LEFT_COUPLING_SLEEVE_SAMPLE,RIGHT_PTO_STUB,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled opposite stub,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,29.006206232,150.0,11.0,325.6,150.0,-18.0,325.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0123,LEFT_COUPLING_SLEEVE_SAMPLE,CENTRAL_UNIT_FRAME,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled central frame,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,40.0,156.0,21.0,328.0,180.0,21.0,360.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0124,LEFT_COUPLING_SLEEVE_SAMPLE,CENTRAL_ALIGNMENT_GUIDE_LEFT,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled own alignment guide,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,21.0,320.0,165.0,21.0,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0125,LEFT_COUPLING_SLEEVE_SAMPLE,CENTRAL_MECHANICAL_LOCK,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled lock,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,30.459856648,157.661915,16.0,326.426123,181.0,16.0,346.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0126,LEFT_COUPLING_SLEEVE_SAMPLE,LEFT_GUARD_FIXED,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled guard,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,14.317821063,150.0,21.0,330.0,150.0,35.0,333.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0127,LEFT_COUPLING_SLEEVE_SAMPLE,WIRING_KEEP_OUT,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,10.0,sampled wiring,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,26.055512755,158.320503,21.0,325.547002,180.0,21.0,340.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0128,LEFT_COUPLING_SLEEVE_SAMPLE,UNIT_INSTALLATION_ENVELOPE,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled insertion,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,21.0,320.0,165.0,21.0,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0129,LEFT_COUPLING_SLEEVE_SAMPLE,UNIT_REMOVAL_ENVELOPE,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled removal,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,21.0,320.0,165.0,21.0,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0130,LEFT_COUPLING_SLEEVE_SAMPLE,LEFT_UNIT_INPUT_SUPPORT,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled input support,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.0,160.0,21.0,320.0,175.0,21.0,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0131,RIGHT_COUPLING_SLEEVE_SAMPLE,LEFT_COUPLING_SLEEVE_SAMPLE,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled opposite sleeve,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,22.0,150.0,-11.0,330.0,150.0,11.0,330.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0132,RIGHT_COUPLING_SLEEVE_SAMPLE,LEFT_PTO_STUB,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled opposite stub,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,29.006206232,150.0,-11.0,325.6,150.0,18.0,325.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0133,RIGHT_COUPLING_SLEEVE_SAMPLE,CENTRAL_UNIT_FRAME,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled central frame,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,40.0,156.0,-11.0,328.0,180.0,-11.0,360.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0134,RIGHT_COUPLING_SLEEVE_SAMPLE,CENTRAL_ALIGNMENT_GUIDE_RIGHT,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled own alignment guide,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-11.0,320.0,165.0,-11.0,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0135,RIGHT_COUPLING_SLEEVE_SAMPLE,CENTRAL_MECHANICAL_LOCK,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled lock,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,30.459856648,157.661915,-16.0,326.426123,181.0,-16.0,346.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0136,RIGHT_COUPLING_SLEEVE_SAMPLE,RIGHT_GUARD_FIXED,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled guard,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,14.317821063,150.0,-21.0,330.0,150.0,-35.0,333.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0137,RIGHT_COUPLING_SLEEVE_SAMPLE,WIRING_KEEP_OUT,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,10.0,sampled wiring,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,26.055512755,158.320503,-11.0,325.547002,180.0,-11.0,340.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0138,RIGHT_COUPLING_SLEEVE_SAMPLE,UNIT_INSTALLATION_ENVELOPE,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled insertion,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-11.0,320.0,165.0,-11.0,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0139,RIGHT_COUPLING_SLEEVE_SAMPLE,UNIT_REMOVAL_ENVELOPE,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled removal,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-11.0,320.0,165.0,-11.0,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0140,RIGHT_COUPLING_SLEEVE_SAMPLE,RIGHT_UNIT_INPUT_SUPPORT,FULL_SWEEP_SAMPLED,3.0,0.05,0.01,5.0,sampled input support,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.0,160.0,-11.0,320.0,175.0,-11.0,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.0,False
SWEEP-0141,LEFT_COUPLING_SLEEVE_SAMPLE,RIGHT_COUPLING_SLEEVE_SAMPLE,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled opposite sleeve,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,23.0,150.0,11.5,330.0,150.0,-11.5,330.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0142,LEFT_COUPLING_SLEEVE_SAMPLE,RIGHT_PTO_STUB,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled opposite stub,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,29.506101064,150.0,11.5,325.6,150.0,-18.0,325.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0143,LEFT_COUPLING_SLEEVE_SAMPLE,CENTRAL_UNIT_FRAME,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled central frame,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,40.0,156.0,21.5,328.0,180.0,21.5,360.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0144,LEFT_COUPLING_SLEEVE_SAMPLE,CENTRAL_ALIGNMENT_GUIDE_LEFT,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled own alignment guide,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,21.5,320.0,165.0,21.5,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0145,LEFT_COUPLING_SLEEVE_SAMPLE,CENTRAL_MECHANICAL_LOCK,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled lock,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,30.459856648,157.661915,16.0,326.426123,181.0,16.0,346.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0146,LEFT_COUPLING_SLEEVE_SAMPLE,LEFT_GUARD_FIXED,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled guard,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,13.829316686,150.0,21.5,330.0,150.0,35.0,333.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0147,LEFT_COUPLING_SLEEVE_SAMPLE,WIRING_KEEP_OUT,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,10.0,sampled wiring,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,26.055512755,158.320503,21.5,325.547002,180.0,21.5,340.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0148,LEFT_COUPLING_SLEEVE_SAMPLE,UNIT_INSTALLATION_ENVELOPE,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled insertion,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,21.5,320.0,165.0,21.5,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0149,LEFT_COUPLING_SLEEVE_SAMPLE,UNIT_REMOVAL_ENVELOPE,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled removal,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,21.5,320.0,165.0,21.5,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0150,LEFT_COUPLING_SLEEVE_SAMPLE,LEFT_UNIT_INPUT_SUPPORT,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled input support,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.0,160.0,21.5,320.0,175.0,21.5,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0151,RIGHT_COUPLING_SLEEVE_SAMPLE,LEFT_COUPLING_SLEEVE_SAMPLE,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled opposite sleeve,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,23.0,150.0,-11.5,330.0,150.0,11.5,330.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0152,RIGHT_COUPLING_SLEEVE_SAMPLE,LEFT_PTO_STUB,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled opposite stub,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,29.506101064,150.0,-11.5,325.6,150.0,18.0,325.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0153,RIGHT_COUPLING_SLEEVE_SAMPLE,CENTRAL_UNIT_FRAME,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled central frame,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,40.0,156.0,-11.5,328.0,180.0,-11.5,360.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0154,RIGHT_COUPLING_SLEEVE_SAMPLE,CENTRAL_ALIGNMENT_GUIDE_RIGHT,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled own alignment guide,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-11.5,320.0,165.0,-11.5,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0155,RIGHT_COUPLING_SLEEVE_SAMPLE,CENTRAL_MECHANICAL_LOCK,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled lock,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,30.459856648,157.661915,-16.0,326.426123,181.0,-16.0,346.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0156,RIGHT_COUPLING_SLEEVE_SAMPLE,RIGHT_GUARD_FIXED,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled guard,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,13.829316686,150.0,-21.5,330.0,150.0,-35.0,333.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0157,RIGHT_COUPLING_SLEEVE_SAMPLE,WIRING_KEEP_OUT,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,10.0,sampled wiring,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,26.055512755,158.320503,-11.5,325.547002,180.0,-11.5,340.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0158,RIGHT_COUPLING_SLEEVE_SAMPLE,UNIT_INSTALLATION_ENVELOPE,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled insertion,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-11.5,320.0,165.0,-11.5,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0159,RIGHT_COUPLING_SLEEVE_SAMPLE,UNIT_REMOVAL_ENVELOPE,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled removal,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,-11.5,320.0,165.0,-11.5,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0160,RIGHT_COUPLING_SLEEVE_SAMPLE,RIGHT_UNIT_INPUT_SUPPORT,FULL_SWEEP_SAMPLED,3.5,0.05,0.01,5.0,sampled input support,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.0,160.0,-11.5,320.0,175.0,-11.5,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,3.5,False
SWEEP-0161,LEFT_COUPLING_SLEEVE_SAMPLE,RIGHT_COUPLING_SLEEVE_SAMPLE,FULL_SWEEP_SAMPLED,4.0,0.05,0.01,5.0,sampled opposite sleeve,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,24.0,150.0,12.0,330.0,150.0,-12.0,330.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,4.0,False
SWEEP-0162,LEFT_COUPLING_SLEEVE_SAMPLE,RIGHT_PTO_STUB,FULL_SWEEP_SAMPLED,4.0,0.05,0.01,5.0,sampled opposite stub,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,30.0059994,150.0,12.0,325.6,150.0,-18.0,325.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,4.0,False
SWEEP-0163,LEFT_COUPLING_SLEEVE_SAMPLE,CENTRAL_UNIT_FRAME,FULL_SWEEP_SAMPLED,4.0,0.05,0.01,5.0,sampled central frame,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,40.0,156.0,22.0,328.0,180.0,22.0,360.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,4.0,False
SWEEP-0164,LEFT_COUPLING_SLEEVE_SAMPLE,CENTRAL_ALIGNMENT_GUIDE_LEFT,FULL_SWEEP_SAMPLED,4.0,0.05,0.01,5.0,sampled own alignment guide,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,22.0,320.0,165.0,22.0,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,4.0,False
SWEEP-0165,LEFT_COUPLING_SLEEVE_SAMPLE,CENTRAL_MECHANICAL_LOCK,FULL_SWEEP_SAMPLED,4.0,0.05,0.01,5.0,sampled lock,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,30.459856648,157.661915,16.0,326.426123,181.0,16.0,346.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,4.0,False
SWEEP-0166,LEFT_COUPLING_SLEEVE_SAMPLE,LEFT_GUARD_FIXED,FULL_SWEEP_SAMPLED,4.0,0.05,0.01,5.0,sampled guard,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,13.341664064,150.0,22.0,330.0,150.0,35.0,333.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,4.0,False
SWEEP-0167,LEFT_COUPLING_SLEEVE_SAMPLE,WIRING_KEEP_OUT,FULL_SWEEP_SAMPLED,4.0,0.05,0.01,10.0,sampled wiring,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,26.055512755,158.320503,22.0,325.547002,180.0,22.0,340.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,4.0,False
SWEEP-0168,LEFT_COUPLING_SLEEVE_SAMPLE,UNIT_INSTALLATION_ENVELOPE,FULL_SWEEP_SAMPLED,4.0,0.05,0.01,5.0,sampled insertion,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,22.0,320.0,165.0,22.0,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,4.0,False
SWEEP-0169,LEFT_COUPLING_SLEEVE_SAMPLE,UNIT_REMOVAL_ENVELOPE,FULL_SWEEP_SAMPLED,4.0,0.05,0.01,5.0,sampled removal,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,5.0,160.0,22.0,320.0,165.0,22.0,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,4.0,False
SWEEP-0170,LEFT_COUPLING_SLEEVE_SAMPLE,LEFT_UNIT_INPUT_SUPPORT,FULL_SWEEP_SAMPLED,4.0,0.05,0.01,5.0,sampled input support,CadQuery.Shape.intersect+Volume;OCP.BRepExtrema_DistShapeShape,0.0,0,15.0,160.0,22.0,320.0,175.0,22.0,320.0,CLEAR,PASS,,CONTINUOUS_CONSERVATIVE_SOLID_PLUS_0P5MM_ACTUAL_SAMPLES,0.5,4.0,False
