candidate_id,search_stage,architecture,coupling_envelope,coupling_od_mm,coupling_body_length_mm,required_engagement_mm,sliding_stroke_mm,stub_length_mm,stack_outward_shift_each_mm,center_end_gap_mm,coupling_body_mutual_clearance_mm,engagement_margin_mm,total_width_mm,left_right_independent,direct_left_right_coupling,status,rejection_reason
S12-C2-SMALL-STUB17.5-SHIFT10-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,17.5,10.0,46.0,31.0,7.5,299.0,True,False,WIDTH_MARGIN_CRITICAL,
S12-C2-SMALL-STUB17.5-SHIFT12.5-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,17.5,12.5,51.0,36.0,7.5,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-SMALL-STUB17.5-SHIFT15-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,17.5,15.0,56.0,41.0,7.5,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-SMALL-STUB20-SHIFT0-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,20.0,0.0,21.0,11.0,10.0,290.0,True,False,CONDITIONAL_PASS,
S12-C2-SMALL-STUB20-SHIFT2.5-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,20.0,2.5,26.0,16.0,10.0,290.0,True,False,CONDITIONAL_PASS,
S12-C2-SMALL-STUB20-SHIFT5-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,20.0,5.0,31.0,21.0,10.0,290.0,True,False,CONDITIONAL_PASS,
S12-C2-SMALL-STUB20-SHIFT7.5-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,20.0,7.5,36.0,26.0,10.0,294.0,True,False,CONDITIONAL_PASS,
S12-C2-SMALL-STUB20-SHIFT10-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,20.0,10.0,41.0,31.0,10.0,299.0,True,False,WIDTH_MARGIN_CRITICAL,
S12-C2-SMALL-STUB20-SHIFT12.5-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,20.0,12.5,46.0,36.0,10.0,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-SMALL-STUB20-SHIFT15-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,20.0,15.0,51.0,41.0,10.0,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-SMALL-STUB25-SHIFT0-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,25.0,0.0,11.0,11.0,15.0,290.0,True,False,CONDITIONAL_PASS,
S12-C2-SMALL-STUB25-SHIFT2.5-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,25.0,2.5,16.0,16.0,15.0,290.0,True,False,CONDITIONAL_PASS,
S12-C2-SMALL-STUB25-SHIFT5-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,25.0,5.0,21.0,21.0,15.0,290.0,True,False,CONDITIONAL_PASS,
S12-C2-SMALL-STUB25-SHIFT7.5-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,25.0,7.5,26.0,26.0,15.0,294.0,True,False,CONDITIONAL_PASS,
S12-C2-SMALL-STUB25-SHIFT10-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,25.0,10.0,31.0,31.0,15.0,299.0,True,False,WIDTH_MARGIN_CRITICAL,
S12-C2-SMALL-STUB25-SHIFT12.5-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,25.0,12.5,36.0,36.0,15.0,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-SMALL-STUB25-SHIFT15-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,25.0,15.0,41.0,41.0,15.0,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-SMALL-STUB30-SHIFT0-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,30.0,0.0,1.0,11.0,20.0,290.0,True,False,CONDITIONAL_PASS,
S12-C2-SMALL-STUB30-SHIFT2.5-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,30.0,2.5,6.0,16.0,20.0,290.0,True,False,CONDITIONAL_PASS,
S12-C2-SMALL-STUB30-SHIFT5-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,30.0,5.0,11.0,21.0,20.0,290.0,True,False,CONDITIONAL_PASS,
S12-C2-SMALL-STUB30-SHIFT7.5-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,30.0,7.5,16.0,26.0,20.0,294.0,True,False,CONDITIONAL_PASS,
S12-C2-SMALL-STUB30-SHIFT10-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,30.0,10.0,21.0,31.0,20.0,299.0,True,False,WIDTH_MARGIN_CRITICAL,
S12-C2-SMALL-STUB30-SHIFT12.5-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,30.0,12.5,26.0,36.0,20.0,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-SMALL-STUB30-SHIFT15-RES2,12,C2,COUPLING_SMALL,20.0,25.0,8.0,10.0,30.0,15.0,31.0,41.0,20.0,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB5-SHIFT0-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,5.0,0.0,51.0,-19.0,-9.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB5-SHIFT2.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,5.0,2.5,56.0,-14.0,-9.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB5-SHIFT5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,5.0,5.0,61.0,-9.0,-9.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB5-SHIFT7.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,5.0,7.5,66.0,-4.0,-9.0,294.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB5-SHIFT10-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,5.0,10.0,71.0,1.0,-9.0,299.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB5-SHIFT12.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,5.0,12.5,76.0,6.0,-9.0,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB5-SHIFT15-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,5.0,15.0,81.0,11.0,-9.0,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB7.5-SHIFT0-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,7.5,0.0,46.0,-19.0,-6.5,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB7.5-SHIFT2.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,7.5,2.5,51.0,-14.0,-6.5,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB7.5-SHIFT5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,7.5,5.0,56.0,-9.0,-6.5,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB7.5-SHIFT7.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,7.5,7.5,61.0,-4.0,-6.5,294.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB7.5-SHIFT10-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,7.5,10.0,66.0,1.0,-6.5,299.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB7.5-SHIFT12.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,7.5,12.5,71.0,6.0,-6.5,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB7.5-SHIFT15-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,7.5,15.0,76.0,11.0,-6.5,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB10-SHIFT0-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,10.0,0.0,41.0,-19.0,-4.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB10-SHIFT2.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,10.0,2.5,46.0,-14.0,-4.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB10-SHIFT5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,10.0,5.0,51.0,-9.0,-4.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB10-SHIFT7.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,10.0,7.5,56.0,-4.0,-4.0,294.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB10-SHIFT10-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,10.0,10.0,61.0,1.0,-4.0,299.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB10-SHIFT12.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,10.0,12.5,66.0,6.0,-4.0,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB10-SHIFT15-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,10.0,15.0,71.0,11.0,-4.0,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB12.5-SHIFT0-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,12.5,0.0,36.0,-19.0,-1.5,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB12.5-SHIFT2.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,12.5,2.5,41.0,-14.0,-1.5,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB12.5-SHIFT5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,12.5,5.0,46.0,-9.0,-1.5,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB12.5-SHIFT7.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,12.5,7.5,51.0,-4.0,-1.5,294.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB12.5-SHIFT10-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,12.5,10.0,56.0,1.0,-1.5,299.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB12.5-SHIFT12.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,12.5,12.5,61.0,6.0,-1.5,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB12.5-SHIFT15-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,12.5,15.0,66.0,11.0,-1.5,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB15-SHIFT0-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,15.0,0.0,31.0,-19.0,1.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB15-SHIFT2.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,15.0,2.5,36.0,-14.0,1.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB15-SHIFT5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,15.0,5.0,41.0,-9.0,1.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB15-SHIFT7.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,15.0,7.5,46.0,-4.0,1.0,294.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB15-SHIFT10-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,15.0,10.0,51.0,1.0,1.0,299.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB15-SHIFT12.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,15.0,12.5,56.0,6.0,1.0,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB15-SHIFT15-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,15.0,15.0,61.0,11.0,1.0,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB17.5-SHIFT0-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,17.5,0.0,26.0,-19.0,3.5,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB17.5-SHIFT2.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,17.5,2.5,31.0,-14.0,3.5,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB17.5-SHIFT5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,17.5,5.0,36.0,-9.0,3.5,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB17.5-SHIFT7.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,17.5,7.5,41.0,-4.0,3.5,294.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB17.5-SHIFT10-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,17.5,10.0,46.0,1.0,3.5,299.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB17.5-SHIFT12.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,17.5,12.5,51.0,6.0,3.5,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB17.5-SHIFT15-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,17.5,15.0,56.0,11.0,3.5,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB20-SHIFT0-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,20.0,0.0,21.0,-19.0,6.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB20-SHIFT2.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,20.0,2.5,26.0,-14.0,6.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB20-SHIFT5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,20.0,5.0,31.0,-9.0,6.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB20-SHIFT7.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,20.0,7.5,36.0,-4.0,6.0,294.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB20-SHIFT10-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,20.0,10.0,41.0,1.0,6.0,299.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB20-SHIFT12.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,20.0,12.5,46.0,6.0,6.0,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB20-SHIFT15-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,20.0,15.0,51.0,11.0,6.0,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB25-SHIFT0-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,25.0,0.0,11.0,-19.0,11.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB25-SHIFT2.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,25.0,2.5,16.0,-14.0,11.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB25-SHIFT5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,25.0,5.0,21.0,-9.0,11.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB25-SHIFT7.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,25.0,7.5,26.0,-4.0,11.0,294.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB25-SHIFT10-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,25.0,10.0,31.0,1.0,11.0,299.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB25-SHIFT12.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,25.0,12.5,36.0,6.0,11.0,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB25-SHIFT15-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,25.0,15.0,41.0,11.0,11.0,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB30-SHIFT0-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,30.0,0.0,1.0,-19.0,16.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB30-SHIFT2.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,30.0,2.5,6.0,-14.0,16.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB30-SHIFT5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,30.0,5.0,11.0,-9.0,16.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB30-SHIFT7.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,30.0,7.5,16.0,-4.0,16.0,294.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB30-SHIFT10-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,30.0,10.0,21.0,1.0,16.0,299.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB30-SHIFT12.5-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,30.0,12.5,26.0,6.0,16.0,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-MEDIUM-STUB30-SHIFT15-RES2,12,C2,COUPLING_MEDIUM,30.0,40.0,12.0,15.0,30.0,15.0,31.0,11.0,16.0,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB5-SHIFT0-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,5.0,0.0,51.0,-49.0,-15.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB5-SHIFT2.5-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,5.0,2.5,56.0,-44.0,-15.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB5-SHIFT5-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,5.0,5.0,61.0,-39.0,-15.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB5-SHIFT7.5-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,5.0,7.5,66.0,-34.0,-15.0,294.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB5-SHIFT10-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,5.0,10.0,71.0,-29.0,-15.0,299.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB5-SHIFT12.5-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,5.0,12.5,76.0,-24.0,-15.0,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB5-SHIFT15-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,5.0,15.0,81.0,-19.0,-15.0,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB7.5-SHIFT0-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,7.5,0.0,46.0,-49.0,-12.5,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB7.5-SHIFT2.5-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,7.5,2.5,51.0,-44.0,-12.5,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB7.5-SHIFT5-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,7.5,5.0,56.0,-39.0,-12.5,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB7.5-SHIFT7.5-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,7.5,7.5,61.0,-34.0,-12.5,294.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB7.5-SHIFT10-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,7.5,10.0,66.0,-29.0,-12.5,299.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB7.5-SHIFT12.5-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,7.5,12.5,71.0,-24.0,-12.5,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB7.5-SHIFT15-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,7.5,15.0,76.0,-19.0,-12.5,309.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB10-SHIFT0-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,10.0,0.0,41.0,-49.0,-10.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB10-SHIFT2.5-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,10.0,2.5,46.0,-44.0,-10.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB10-SHIFT5-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,10.0,5.0,51.0,-39.0,-10.0,290.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB10-SHIFT7.5-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,10.0,7.5,56.0,-34.0,-10.0,294.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB10-SHIFT10-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,10.0,10.0,61.0,-29.0,-10.0,299.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
S12-C2-LARGE-STUB10-SHIFT12.5-RES2,12,C2,COUPLING_LARGE,40.0,55.0,18.0,22.0,10.0,12.5,66.0,-24.0,-10.0,304.0,True,False,FAIL_GEOMETRY,CENTER_GAP_ENGAGEMENT_OR_WIDTH
