candidate_id,search_stage,architecture,motor_envelope,frame_layout,frame_section,belt_layout,pto_x_offset_from_motor_mm,pto_axis_x_mm,pto_axis_z_mm,pto_belt_plane_abs_y_mm,drive_belt_plane_abs_y_mm,frame_rail_abs_y_mm,l_bracket_size,l_bracket_placement,l_bracket_x_offset_mm,center_pto_end_gap_mm,coupling_candidate,belt_to_fixed_clearance_mm,belt_to_l_bracket_clearance_mm,pto_rotation_to_fixed_clearance_mm,pto_rotation_to_l_bracket_clearance_mm,pto_safety_to_kp000_clearance_mm,drive_pto_belt_safety_gap_mm,clutch_to_belt_clearance_mm,clutch_to_fixed_clearance_mm,pto_rotation_bottom_z_mm,total_width_mm,absolute_contract_pass,target_contract_pass,score,status,rejection_reason
S5-L_MEDIUM-FORE_AFT_X-X70,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,FORE_AFT_X,70.0,60.0,C1,11.5,10.0,10.0,10.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,0.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_MEDIUM-FORE_AFT_X-X75,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,FORE_AFT_X,75.0,60.0,C1,11.5,15.0,10.0,15.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,1.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_MEDIUM-FORE_AFT_X-X80,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,FORE_AFT_X,80.0,60.0,C1,11.5,20.0,10.0,20.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,2.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_MEDIUM-PLATE_BACK-X00,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,0.0,60.0,C1,11.5,-60.0,10.0,-60.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,14.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X05,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,5.0,60.0,C1,11.5,-55.0,10.0,-55.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,13.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X10,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,10.0,60.0,C1,11.5,-50.0,10.0,-50.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,12.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X15,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,15.0,60.0,C1,11.5,-45.0,10.0,-45.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,11.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X20,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,20.0,60.0,C1,11.5,-40.0,10.0,-40.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,10.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X25,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,25.0,60.0,C1,11.5,-35.0,10.0,-35.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,9.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X30,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,30.0,60.0,C1,11.5,-30.0,10.0,-30.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,8.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X35,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,35.0,60.0,C1,11.5,-25.0,10.0,-25.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,7.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X40,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,40.0,60.0,C1,11.5,-20.0,10.0,-20.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,6.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X45,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,45.0,60.0,C1,11.5,-15.0,10.0,-15.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,5.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X50,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,50.0,60.0,C1,11.5,-10.0,10.0,-10.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,4.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X55,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,55.0,60.0,C1,11.5,-5.0,10.0,-5.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,3.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X60,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,60.0,60.0,C1,11.5,0.0,10.0,0.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,2.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X65,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,65.0,60.0,C1,11.5,5.0,10.0,5.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,1.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_MEDIUM-PLATE_BACK-X70,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,70.0,60.0,C1,11.5,10.0,10.0,10.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,0.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_MEDIUM-PLATE_BACK-X75,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,75.0,60.0,C1,11.5,15.0,10.0,15.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,1.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_MEDIUM-PLATE_BACK-X80,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_MEDIUM,PLATE_BACK,80.0,60.0,C1,11.5,20.0,10.0,20.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,2.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_LARGE-ABOVE-X00,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,0.0,60.0,C1,11.5,-60.0,10.0,-60.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,14.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X05,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,5.0,60.0,C1,11.5,-55.0,10.0,-55.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,13.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X10,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,10.0,60.0,C1,11.5,-50.0,10.0,-50.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,12.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X15,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,15.0,60.0,C1,11.5,-45.0,10.0,-45.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,11.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X20,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,20.0,60.0,C1,11.5,-40.0,10.0,-40.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,10.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X25,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,25.0,60.0,C1,11.5,-35.0,10.0,-35.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,9.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X30,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,30.0,60.0,C1,11.5,-30.0,10.0,-30.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,8.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X35,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,35.0,60.0,C1,11.5,-25.0,10.0,-25.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,7.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X40,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,40.0,60.0,C1,11.5,-20.0,10.0,-20.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,6.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X45,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,45.0,60.0,C1,11.5,-15.0,10.0,-15.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,5.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X50,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,50.0,60.0,C1,11.5,-10.0,10.0,-10.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,4.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X55,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,55.0,60.0,C1,11.5,-5.0,10.0,-5.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,3.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X60,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,60.0,60.0,C1,11.5,0.0,10.0,0.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,2.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X65,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,65.0,60.0,C1,11.5,5.0,10.0,5.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,1.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-ABOVE-X70,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,70.0,60.0,C1,11.5,10.0,10.0,10.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,0.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_LARGE-ABOVE-X75,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,75.0,60.0,C1,11.5,15.0,10.0,15.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,1.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_LARGE-ABOVE-X80,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,ABOVE,80.0,60.0,C1,11.5,20.0,10.0,20.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,2.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_LARGE-BELOW-X00,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,0.0,60.0,C1,11.5,-60.0,10.0,-60.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,14.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X05,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,5.0,60.0,C1,11.5,-55.0,10.0,-55.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,13.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X10,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,10.0,60.0,C1,11.5,-50.0,10.0,-50.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,12.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X15,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,15.0,60.0,C1,11.5,-45.0,10.0,-45.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,11.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X20,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,20.0,60.0,C1,11.5,-40.0,10.0,-40.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,10.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X25,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,25.0,60.0,C1,11.5,-35.0,10.0,-35.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,9.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X30,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,30.0,60.0,C1,11.5,-30.0,10.0,-30.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,8.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X35,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,35.0,60.0,C1,11.5,-25.0,10.0,-25.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,7.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X40,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,40.0,60.0,C1,11.5,-20.0,10.0,-20.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,6.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X45,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,45.0,60.0,C1,11.5,-15.0,10.0,-15.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,5.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X50,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,50.0,60.0,C1,11.5,-10.0,10.0,-10.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,4.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X55,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,55.0,60.0,C1,11.5,-5.0,10.0,-5.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,3.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X60,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,60.0,60.0,C1,11.5,0.0,10.0,0.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,2.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X65,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,65.0,60.0,C1,11.5,5.0,10.0,5.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,1.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-BELOW-X70,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,70.0,60.0,C1,11.5,10.0,10.0,10.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,0.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_LARGE-BELOW-X75,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,75.0,60.0,C1,11.5,15.0,10.0,15.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,1.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_LARGE-BELOW-X80,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,BELOW,80.0,60.0,C1,11.5,20.0,10.0,20.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,2.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_LARGE-FORE_AFT_X-X00,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,0.0,60.0,C1,11.5,-60.0,10.0,-60.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,14.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X05,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,5.0,60.0,C1,11.5,-55.0,10.0,-55.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,13.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X10,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,10.0,60.0,C1,11.5,-50.0,10.0,-50.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,12.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X15,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,15.0,60.0,C1,11.5,-45.0,10.0,-45.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,11.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X20,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,20.0,60.0,C1,11.5,-40.0,10.0,-40.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,10.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X25,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,25.0,60.0,C1,11.5,-35.0,10.0,-35.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,9.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X30,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,30.0,60.0,C1,11.5,-30.0,10.0,-30.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,8.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X35,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,35.0,60.0,C1,11.5,-25.0,10.0,-25.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,7.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X40,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,40.0,60.0,C1,11.5,-20.0,10.0,-20.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,6.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X45,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,45.0,60.0,C1,11.5,-15.0,10.0,-15.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,5.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X50,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,50.0,60.0,C1,11.5,-10.0,10.0,-10.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,4.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X55,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,55.0,60.0,C1,11.5,-5.0,10.0,-5.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,3.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X60,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,60.0,60.0,C1,11.5,0.0,10.0,0.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,2.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X65,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,65.0,60.0,C1,11.5,5.0,10.0,5.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,1.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_LARGE-FORE_AFT_X-X70,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,11.5,10.0,10.0,10.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,0.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_LARGE-FORE_AFT_X-X75,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,75.0,60.0,C1,11.5,15.0,10.0,15.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,1.0,CONDITIONAL_PASS_CANDIDATE,
