candidate_id,search_stage,architecture,motor_envelope,frame_layout,frame_section,belt_layout,pto_x_offset_from_motor_mm,pto_axis_x_mm,pto_axis_z_mm,pto_belt_plane_abs_y_mm,drive_belt_plane_abs_y_mm,frame_rail_abs_y_mm,l_bracket_size,l_bracket_placement,l_bracket_x_offset_mm,center_pto_end_gap_mm,coupling_candidate,belt_to_fixed_clearance_mm,belt_to_l_bracket_clearance_mm,pto_rotation_to_fixed_clearance_mm,pto_rotation_to_l_bracket_clearance_mm,pto_safety_to_kp000_clearance_mm,drive_pto_belt_safety_gap_mm,clutch_to_belt_clearance_mm,clutch_to_fixed_clearance_mm,pto_rotation_bottom_z_mm,total_width_mm,absolute_contract_pass,target_contract_pass,score,status,rejection_reason
S3-X210-PY90.0,3,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,90.0,130.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,16.5,10.0,10.0,10.0,5.0,9.0,10.0,12.0,260.0,295.0,True,False,10.0,INTERMEDIATE_STAGE,FRAME_SECTION_NOT_YET_SELECTED
S3-X220-PY80.0,3,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,220.0,160.0,320.0,80.0,120.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,6.5,10.0,6.5,10.0,5.0,9.0,20.0,12.0,260.0,290.0,False,False,10.0,INTERMEDIATE_STAGE,FRAME_SECTION_NOT_YET_SELECTED
S3-X220-PY85.0,3,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,220.0,160.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,11.5,10.0,11.5,10.0,10.0,9.0,20.0,12.0,260.0,290.0,True,True,0.0,INTERMEDIATE_STAGE,FRAME_SECTION_NOT_YET_SELECTED
S3-X220-PY90.0,3,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,220.0,160.0,320.0,90.0,130.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,16.5,10.0,16.5,10.0,5.0,9.0,20.0,12.0,260.0,295.0,True,False,10.0,INTERMEDIATE_STAGE,FRAME_SECTION_NOT_YET_SELECTED
S3-X230-PY80.0,3,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,230.0,170.0,320.0,80.0,120.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,6.5,10.0,6.5,10.0,5.0,9.0,30.0,12.0,260.0,290.0,False,False,10.0,INTERMEDIATE_STAGE,FRAME_SECTION_NOT_YET_SELECTED
S3-X230-PY85.0,3,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,230.0,170.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,11.5,10.0,11.5,10.0,10.0,9.0,30.0,12.0,260.0,290.0,True,True,0.0,INTERMEDIATE_STAGE,FRAME_SECTION_NOT_YET_SELECTED
S3-X230-PY90.0,3,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,230.0,170.0,320.0,90.0,130.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,16.5,10.0,16.5,10.0,5.0,9.0,30.0,12.0,260.0,295.0,True,False,10.0,INTERMEDIATE_STAGE,FRAME_SECTION_NOT_YET_SELECTED
S3-X240-PY80.0,3,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,240.0,180.0,320.0,80.0,120.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,6.5,10.0,6.5,10.0,5.0,9.0,40.0,12.0,260.0,290.0,False,False,10.0,INTERMEDIATE_STAGE,FRAME_SECTION_NOT_YET_SELECTED
S3-X240-PY85.0,3,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,240.0,180.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,11.5,10.0,11.5,10.0,10.0,9.0,40.0,12.0,260.0,290.0,True,True,0.0,INTERMEDIATE_STAGE,FRAME_SECTION_NOT_YET_SELECTED
S3-X240-PY90.0,3,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,240.0,180.0,320.0,90.0,130.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,16.5,10.0,16.5,10.0,5.0,9.0,40.0,12.0,260.0,295.0,True,False,10.0,INTERMEDIATE_STAGE,FRAME_SECTION_NOT_YET_SELECTED
S3-X250-PY80.0,3,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,250.0,190.0,320.0,80.0,120.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,6.5,10.0,6.5,10.0,5.0,9.0,50.0,12.0,260.0,290.0,False,False,10.0,INTERMEDIATE_STAGE,FRAME_SECTION_NOT_YET_SELECTED
S3-X250-PY85.0,3,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,250.0,190.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,11.5,10.0,11.5,10.0,10.0,9.0,50.0,12.0,260.0,290.0,True,True,0.0,INTERMEDIATE_STAGE,FRAME_SECTION_NOT_YET_SELECTED
S3-X250-PY90.0,3,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,250.0,190.0,320.0,90.0,130.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,16.5,10.0,16.5,10.0,5.0,9.0,50.0,12.0,260.0,295.0,True,False,10.0,INTERMEDIATE_STAGE,FRAME_SECTION_NOT_YET_SELECTED
S4-F2040-A-FRAME-A,4,B,MOTOR_MEDIUM,FRAME-A,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,11.5,10.0,10.0,10.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,3.0,CONDITIONAL_PASS_CANDIDATE,
S4-F2040-A-FRAME-B,4,B,MOTOR_MEDIUM,FRAME-B,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,11.5,10.0,10.0,10.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,3.0,CONDITIONAL_PASS_CANDIDATE,
S4-F2040-A-FRAME-C,4,B,MOTOR_MEDIUM,FRAME-C,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,11.5,10.0,10.0,10.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,3.0,CONDITIONAL_PASS_CANDIDATE,
S4-F2040-A-FRAME-D,4,B,MOTOR_MEDIUM,FRAME-D,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,11.5,10.0,10.0,10.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,3.0,CONDITIONAL_PASS_CANDIDATE,
S4-F2040-A-FRAME-E,4,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,11.5,10.0,10.0,10.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,0.0,CONDITIONAL_PASS_CANDIDATE,
S4-F2040-B-FRAME-A,4,B,MOTOR_MEDIUM,FRAME-A,F2040-B,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,1.5,10.0,1.5,10.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,3.0,FAIL_ENVELOPE_CONTRACT,BELT_FIXED_CLEARANCE_LT_5;PTO_FIXED_CLEARANCE_LT_8;F2040_B_Y_WIDTH_CONSUMES_CORRIDOR
S4-F2040-B-FRAME-B,4,B,MOTOR_MEDIUM,FRAME-B,F2040-B,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,1.5,10.0,1.5,10.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,3.0,FAIL_ENVELOPE_CONTRACT,BELT_FIXED_CLEARANCE_LT_5;PTO_FIXED_CLEARANCE_LT_8;F2040_B_Y_WIDTH_CONSUMES_CORRIDOR
S4-F2040-B-FRAME-C,4,B,MOTOR_MEDIUM,FRAME-C,F2040-B,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,1.5,10.0,1.5,10.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,3.0,FAIL_ENVELOPE_CONTRACT,BELT_FIXED_CLEARANCE_LT_5;PTO_FIXED_CLEARANCE_LT_8;F2040_B_Y_WIDTH_CONSUMES_CORRIDOR
S4-F2040-B-FRAME-D,4,B,MOTOR_MEDIUM,FRAME-D,F2040-B,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,1.5,10.0,1.5,10.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,3.0,FAIL_ENVELOPE_CONTRACT,BELT_FIXED_CLEARANCE_LT_5;PTO_FIXED_CLEARANCE_LT_8;F2040_B_Y_WIDTH_CONSUMES_CORRIDOR
S4-F2040-B-FRAME-E,4,B,MOTOR_MEDIUM,FRAME-E,F2040-B,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_LARGE,FORE_AFT_X,70.0,60.0,C1,1.5,10.0,1.5,10.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,0.0,FAIL_ENVELOPE_CONTRACT,BELT_FIXED_CLEARANCE_LT_5;PTO_FIXED_CLEARANCE_LT_8;F2040_B_Y_WIDTH_CONSUMES_CORRIDOR
S5-L_SMALL-ABOVE-X00,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,0.0,60.0,C1,11.5,-60.0,10.0,-60.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,14.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X05,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,5.0,60.0,C1,11.5,-55.0,10.0,-55.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,13.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X10,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,10.0,60.0,C1,11.5,-50.0,10.0,-50.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,12.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X15,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,15.0,60.0,C1,11.5,-45.0,10.0,-45.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,11.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X20,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,20.0,60.0,C1,11.5,-40.0,10.0,-40.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,10.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X25,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,25.0,60.0,C1,11.5,-35.0,10.0,-35.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,9.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X30,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,30.0,60.0,C1,11.5,-30.0,10.0,-30.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,8.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X35,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,35.0,60.0,C1,11.5,-25.0,10.0,-25.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,7.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X40,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,40.0,60.0,C1,11.5,-20.0,10.0,-20.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,6.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X45,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,45.0,60.0,C1,11.5,-15.0,10.0,-15.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,5.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X50,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,50.0,60.0,C1,11.5,-10.0,10.0,-10.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,4.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X55,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,55.0,60.0,C1,11.5,-5.0,10.0,-5.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,3.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X60,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,60.0,60.0,C1,11.5,0.0,10.0,0.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,2.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X65,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,65.0,60.0,C1,11.5,5.0,10.0,5.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,1.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-ABOVE-X70,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,70.0,60.0,C1,11.5,10.0,10.0,10.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,0.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_SMALL-ABOVE-X75,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,75.0,60.0,C1,11.5,15.0,10.0,15.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,1.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_SMALL-ABOVE-X80,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,ABOVE,80.0,60.0,C1,11.5,20.0,10.0,20.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,2.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_SMALL-BELOW-X00,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,0.0,60.0,C1,11.5,-60.0,10.0,-60.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,14.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X05,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,5.0,60.0,C1,11.5,-55.0,10.0,-55.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,13.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X10,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,10.0,60.0,C1,11.5,-50.0,10.0,-50.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,12.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X15,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,15.0,60.0,C1,11.5,-45.0,10.0,-45.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,11.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X20,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,20.0,60.0,C1,11.5,-40.0,10.0,-40.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,10.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X25,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,25.0,60.0,C1,11.5,-35.0,10.0,-35.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,9.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X30,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,30.0,60.0,C1,11.5,-30.0,10.0,-30.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,8.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X35,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,35.0,60.0,C1,11.5,-25.0,10.0,-25.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,7.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X40,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,40.0,60.0,C1,11.5,-20.0,10.0,-20.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,6.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X45,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,45.0,60.0,C1,11.5,-15.0,10.0,-15.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,5.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X50,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,50.0,60.0,C1,11.5,-10.0,10.0,-10.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,4.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X55,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,55.0,60.0,C1,11.5,-5.0,10.0,-5.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,3.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X60,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,60.0,60.0,C1,11.5,0.0,10.0,0.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,2.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X65,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,65.0,60.0,C1,11.5,5.0,10.0,5.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,1.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-BELOW-X70,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,70.0,60.0,C1,11.5,10.0,10.0,10.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,0.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_SMALL-BELOW-X75,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,75.0,60.0,C1,11.5,15.0,10.0,15.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,1.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_SMALL-BELOW-X80,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,BELOW,80.0,60.0,C1,11.5,20.0,10.0,20.0,10.0,9.0,10.0,12.0,260.0,290.0,True,True,2.0,CONDITIONAL_PASS_CANDIDATE,
S5-L_SMALL-FORE_AFT_X-X00,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,FORE_AFT_X,0.0,60.0,C1,11.5,-60.0,10.0,-60.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,14.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-FORE_AFT_X-X05,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,FORE_AFT_X,5.0,60.0,C1,11.5,-55.0,10.0,-55.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,13.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-FORE_AFT_X-X10,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,FORE_AFT_X,10.0,60.0,C1,11.5,-50.0,10.0,-50.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,12.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-FORE_AFT_X-X15,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,FORE_AFT_X,15.0,60.0,C1,11.5,-45.0,10.0,-45.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,11.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-FORE_AFT_X-X20,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,FORE_AFT_X,20.0,60.0,C1,11.5,-40.0,10.0,-40.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,10.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-FORE_AFT_X-X25,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,FORE_AFT_X,25.0,60.0,C1,11.5,-35.0,10.0,-35.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,9.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-FORE_AFT_X-X30,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,FORE_AFT_X,30.0,60.0,C1,11.5,-30.0,10.0,-30.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,8.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-FORE_AFT_X-X35,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,FORE_AFT_X,35.0,60.0,C1,11.5,-25.0,10.0,-25.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,7.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-FORE_AFT_X-X40,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,FORE_AFT_X,40.0,60.0,C1,11.5,-20.0,10.0,-20.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,6.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-FORE_AFT_X-X45,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,FORE_AFT_X,45.0,60.0,C1,11.5,-15.0,10.0,-15.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,5.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-FORE_AFT_X-X50,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,FORE_AFT_X,50.0,60.0,C1,11.5,-10.0,10.0,-10.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,4.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-FORE_AFT_X-X55,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,FORE_AFT_X,55.0,60.0,C1,11.5,-5.0,10.0,-5.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,3.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
S5-L_SMALL-FORE_AFT_X-X60,5,B,MOTOR_MEDIUM,FRAME-E,F2040-A,B1,210.0,150.0,320.0,85.0,125.0,48.0,L_SMALL,FORE_AFT_X,60.0,60.0,C1,11.5,0.0,10.0,0.0,10.0,9.0,10.0,12.0,260.0,290.0,False,False,2.0,FAIL_ENVELOPE_CONTRACT,PTO_L_BRACKET_CLEARANCE_LT_8
