front_crossmember_center_y_mm,rear_crossmember_center_y_mm,front_fixed_clearance_mm,rear_fixed_clearance_mm,minimum_fixed_clearance_mm,front_service_clearance_mm,rear_service_clearance_mm,minimum_service_clearance_mm,frame_length_mm,hard_collision,hard_min_10_pass,target_15_pass,limiting_component,limiting_guard,limiting_service_operation,extra_length_relative_to_current_mockup_mm,status
-290.0,-100.0,20.0,0.0,0.0,15.0,-5.0,-5.0,230.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-290.0,-95.0,20.0,5.0,5.0,15.0,0.0,0.0,235.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-290.0,-90.0,20.0,10.0,10.0,15.0,5.0,5.0,240.0,NO,YES,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-290.0,-85.0,20.0,15.0,15.0,15.0,10.0,10.0,245.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-290.0,-80.0,20.0,20.0,20.0,15.0,15.0,15.0,250.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-290.0,-75.0,20.0,25.0,20.0,15.0,20.0,15.0,255.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-290.0,-70.0,20.0,30.0,20.0,15.0,25.0,15.0,260.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-290.0,-65.0,20.0,35.0,20.0,15.0,30.0,15.0,265.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-290.0,-60.0,20.0,40.0,20.0,15.0,35.0,15.0,270.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-290.0,-55.0,20.0,45.0,20.0,15.0,40.0,15.0,275.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-290.0,-50.0,20.0,50.0,20.0,15.0,45.0,15.0,280.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-120.0,15.0,-20.0,-20.0,10.0,-25.0,-25.0,205.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-115.0,15.0,-15.0,-15.0,10.0,-20.0,-20.0,210.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-110.0,15.0,-10.0,-10.0,10.0,-15.0,-15.0,215.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-105.0,15.0,-5.0,-5.0,10.0,-10.0,-10.0,220.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-100.0,15.0,0.0,0.0,10.0,-5.0,-5.0,225.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-95.0,15.0,5.0,5.0,10.0,0.0,0.0,230.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-90.0,15.0,10.0,10.0,10.0,5.0,5.0,235.0,NO,YES,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-85.0,15.0,15.0,15.0,10.0,10.0,10.0,240.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,TARGET
-285.0,-80.0,15.0,20.0,15.0,10.0,15.0,10.0,245.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-75.0,15.0,25.0,15.0,10.0,20.0,10.0,250.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-70.0,15.0,30.0,15.0,10.0,25.0,10.0,255.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-65.0,15.0,35.0,15.0,10.0,30.0,10.0,260.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-60.0,15.0,40.0,15.0,10.0,35.0,10.0,265.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-55.0,15.0,45.0,15.0,10.0,40.0,10.0,270.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-285.0,-50.0,15.0,50.0,15.0,10.0,45.0,10.0,275.0,NO,YES,YES,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-120.0,10.0,-20.0,-20.0,5.0,-25.0,-25.0,200.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-115.0,10.0,-15.0,-15.0,5.0,-20.0,-20.0,205.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-110.0,10.0,-10.0,-10.0,5.0,-15.0,-15.0,210.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-105.0,10.0,-5.0,-5.0,5.0,-10.0,-10.0,215.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-100.0,10.0,0.0,0.0,5.0,-5.0,-5.0,220.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-95.0,10.0,5.0,5.0,5.0,0.0,0.0,225.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-90.0,10.0,10.0,10.0,5.0,5.0,5.0,230.0,NO,YES,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,MINIMUM_VIABLE
-280.0,-85.0,10.0,15.0,10.0,5.0,10.0,5.0,235.0,NO,YES,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-80.0,10.0,20.0,10.0,5.0,15.0,5.0,240.0,NO,YES,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-75.0,10.0,25.0,10.0,5.0,20.0,5.0,245.0,NO,YES,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-70.0,10.0,30.0,10.0,5.0,25.0,5.0,250.0,NO,YES,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-65.0,10.0,35.0,10.0,5.0,30.0,5.0,255.0,NO,YES,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-60.0,10.0,40.0,10.0,5.0,35.0,5.0,260.0,NO,YES,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-55.0,10.0,45.0,10.0,5.0,40.0,5.0,265.0,NO,YES,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-280.0,-50.0,10.0,50.0,10.0,5.0,45.0,5.0,270.0,NO,YES,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-120.0,5.0,-20.0,-20.0,0.0,-25.0,-25.0,195.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-115.0,5.0,-15.0,-15.0,0.0,-20.0,-20.0,200.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-110.0,5.0,-10.0,-10.0,0.0,-15.0,-15.0,205.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-105.0,5.0,-5.0,-5.0,0.0,-10.0,-10.0,210.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-100.0,5.0,0.0,0.0,0.0,-5.0,-5.0,215.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-95.0,5.0,5.0,5.0,0.0,0.0,0.0,220.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-90.0,5.0,10.0,5.0,0.0,5.0,0.0,225.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-85.0,5.0,15.0,5.0,0.0,10.0,0.0,230.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-80.0,5.0,20.0,5.0,0.0,15.0,0.0,235.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-75.0,5.0,25.0,5.0,0.0,20.0,0.0,240.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-70.0,5.0,30.0,5.0,0.0,25.0,0.0,245.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-65.0,5.0,35.0,5.0,0.0,30.0,0.0,250.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-60.0,5.0,40.0,5.0,0.0,35.0,0.0,255.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-55.0,5.0,45.0,5.0,0.0,40.0,0.0,260.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-275.0,-50.0,5.0,50.0,5.0,0.0,45.0,0.0,265.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-120.0,0.0,-20.0,-20.0,-5.0,-25.0,-25.0,190.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-115.0,0.0,-15.0,-15.0,-5.0,-20.0,-20.0,195.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-110.0,0.0,-10.0,-10.0,-5.0,-15.0,-15.0,200.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-105.0,0.0,-5.0,-5.0,-5.0,-10.0,-10.0,205.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-100.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,210.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-95.0,0.0,5.0,0.0,-5.0,0.0,-5.0,215.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-90.0,0.0,10.0,0.0,-5.0,5.0,-5.0,220.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-85.0,0.0,15.0,0.0,-5.0,10.0,-5.0,225.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-80.0,0.0,20.0,0.0,-5.0,15.0,-5.0,230.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-75.0,0.0,25.0,0.0,-5.0,20.0,-5.0,235.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-70.0,0.0,30.0,0.0,-5.0,25.0,-5.0,240.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-65.0,0.0,35.0,0.0,-5.0,30.0,-5.0,245.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-60.0,0.0,40.0,0.0,-5.0,35.0,-5.0,250.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-55.0,0.0,45.0,0.0,-5.0,40.0,-5.0,255.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-270.0,-50.0,0.0,50.0,0.0,-5.0,45.0,-5.0,260.0,NO,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-120.0,-5.0,-20.0,-20.0,-10.0,-25.0,-25.0,185.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-115.0,-5.0,-15.0,-15.0,-10.0,-20.0,-20.0,190.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-110.0,-5.0,-10.0,-10.0,-10.0,-15.0,-15.0,195.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-105.0,-5.0,-5.0,-5.0,-10.0,-10.0,-10.0,200.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-100.0,-5.0,0.0,-5.0,-10.0,-5.0,-10.0,205.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-95.0,-5.0,5.0,-5.0,-10.0,0.0,-10.0,210.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-90.0,-5.0,10.0,-5.0,-10.0,5.0,-10.0,215.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-85.0,-5.0,15.0,-5.0,-10.0,10.0,-10.0,220.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-80.0,-5.0,20.0,-5.0,-10.0,15.0,-10.0,225.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-75.0,-5.0,25.0,-5.0,-10.0,20.0,-10.0,230.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-70.0,-5.0,30.0,-5.0,-10.0,25.0,-10.0,235.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-65.0,-5.0,35.0,-5.0,-10.0,30.0,-10.0,240.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-60.0,-5.0,40.0,-5.0,-10.0,35.0,-10.0,245.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-55.0,-5.0,45.0,-5.0,-10.0,40.0,-10.0,250.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-265.0,-50.0,-5.0,50.0,-5.0,-10.0,45.0,-10.0,255.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-120.0,-10.0,-20.0,-20.0,-15.0,-25.0,-25.0,180.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-115.0,-10.0,-15.0,-15.0,-15.0,-20.0,-20.0,185.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-110.0,-10.0,-10.0,-10.0,-15.0,-15.0,-15.0,190.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-105.0,-10.0,-5.0,-10.0,-15.0,-10.0,-15.0,195.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-100.0,-10.0,0.0,-10.0,-15.0,-5.0,-15.0,200.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-95.0,-10.0,5.0,-10.0,-15.0,0.0,-15.0,205.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-90.0,-10.0,10.0,-10.0,-15.0,5.0,-15.0,210.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-85.0,-10.0,15.0,-10.0,-15.0,10.0,-15.0,215.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-80.0,-10.0,20.0,-10.0,-15.0,15.0,-15.0,220.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-75.0,-10.0,25.0,-10.0,-15.0,20.0,-15.0,225.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-70.0,-10.0,30.0,-10.0,-15.0,25.0,-15.0,230.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-65.0,-10.0,35.0,-10.0,-15.0,30.0,-15.0,235.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-60.0,-10.0,40.0,-10.0,-15.0,35.0,-15.0,240.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
