part_id,description,material,group,qty,plate,filename_stl,filename_step,bbox_x_mm,bbox_y_mm,bbox_z_mm,notes
PS-RV2271-SFS-CENTER-F,front/BBOX retrofit 45-degree central turtle shell; top protection only,PETG/PLA,RIGID,1,SFS-RIGID-01,PS-RV2271-SFS-CENTER-F.stl,PS-RV2271-SFS-CENTER-F.step,194.0,232.0,56.0,Do not attach to BBOX directly; use clamps/adapters. Keep clear of DRC/DRIVE.
PS-RV2271-SFS-CENTER-R,rear/CBOX retrofit 45-degree central turtle shell; top protection only,PETG/PLA,RIGID,1,SFS-RIGID-01,PS-RV2271-SFS-CENTER-R.stl,PS-RV2271-SFS-CENTER-R.step,194.0,232.0,56.0,Do not attach to CBOX directly; use clamps/adapters. Leave E-stop visible/accesssible.
PS-RV2271-SFS-JOINER-S,front/rear shell joiner strap set; optional bridge between the two central shells,PETG/PLA,RIGID,2,SFS-RIGID-02,PS-RV2271-SFS-JOINER-S.stl,PS-RV2271-SFS-JOINER-S.step,148.0,24.0,6.0,Use two straps left/right or top-side depending on actual assembly clearance.
PS-RV2271-SFS-MCR-CLAMP-S,retrofit clamp block for v2.27 MCR rail; keeps shell mounting away from waterproof boxes,PETG/PLA,RIGID,6,SFS-RIGID-02,PS-RV2271-SFS-MCR-CLAMP-S.stl,PS-RV2271-SFS-MCR-CLAMP-S.step,34.0,42.0,22.0,Prototype U-clamp for nominal 18 mm MCR rail. Verify rail fit before tightening/locking.
PS-RV2271-SFS-FLT-RCV-ADAPTER-S,adapter foot for existing FLT-RCV side float receiver; keeps shell/float standoff separated from DRC,PETG/PLA,RIGID,4,SFS-RIGID-02,PS-RV2271-SFS-FLT-RCV-ADAPTER-S.stl,PS-RV2271-SFS-FLT-RCV-ADAPTER-S.step,64.0,32.0,34.0,Use only if it clears DRC/DRIVE/tire sweep. Do not make the side shell touch gearboxes.
PS-RV2271-SFS-SIDE-STANDOFF-S,sacrificial side standoff/spacer; enforces clearance between shell/side float and gearboxes,PETG/PLA,RIGID,4,SFS-RIGID-03,PS-RV2271-SFS-SIDE-STANDOFF-S.stl,PS-RV2271-SFS-SIDE-STANDOFF-S.step,28.0,24.0,48.0,Use as a clearance gauge/spacer first. Target DRC/DRIVE clearance: 8-10 mm or more.
PS-RV2271-RCP-DOGHOUSE-G1,high-mounted waterproof E-stop doghouse prototype with 22 mm class sloped button face,PETG/PLA,RIGID,1,SFS-RIGID-03,PS-RV2271-RCP-DOGHOUSE-G1.stl,PS-RV2271-RCP-DOGHOUSE-G1.step,110.0,84.0,74.0,Prototype only. Use a real waterproof panel-mount E-stop; pot/protect rear terminals.
